rank,university_name,country
Reporter,Universidad Católica de Cuenca,Ecuador
Reporter,Universidad Católica San Pablo,Peru
Reporter,Universidad César Vallejo,Peru
Reporter,Universidad del Magdalena,Colombia
Reporter,Universidad del Pacífico,Peru
Reporter,Universidad del Pacífico Ecuador,Ecuador
Reporter,Universidad de Pamplona,Colombia
Reporter,Universidade 11 de Novembro,Angola
Reporter,Universidade Agostinho Neto,Angola
Reporter,Universidade Cuíto Cuanavale,Angola
Reporter,Universidade de Luanda,Angola
Reporter,Universidade do Namibe,Angola
Reporter,Universidade José Eduardo dos Santos,Angola
Reporter,Universidade Katyavala Bwila,Angola
Reporter,Universidade Kimpa Vita,Angola
Reporter,Universidade Lueji A'Nkonde,Angola
Reporter,Universidade Mandume ya Ndemufayo,Angola
Reporter,Universidade Óscar Ribas,Angola
Reporter,Universidade Rainha Njinga a Mbande,Angola
Reporter,Universidad Estatal a Distancia,Costa Rica
Reporter,Universidade Técnica de Angola,Angola
Reporter,Universidad Internacional del Ecuador,Ecuador
Reporter,Universidad Manuela Beltrán,Colombia
Reporter,Universidad Mayor de San Simón,Bolivia
Reporter,Universidad Nacional Abierta y a Distancia,Colombia
Reporter,Universidad Nacional Arturo Jauretche,Argentina
Reporter,Universidad Nacional de Chimborazo,Ecuador
Reporter,Universidad Nacional de Itapúa,Paraguay
Reporter,Universidad Nacional de Rafaela,Argentina
Reporter,Universidad Popular Autónoma del Estado de Puebla,Mexico
Reporter,Universidad Regional Amazónica Ikiam,Ecuador
Reporter,Universidad Tecnológica Centroamericana,Honduras
Reporter,Universidad Tecnológica de Bolívar,Colombia
Reporter,Universidad UTE,Ecuador
Reporter,Universita IULM,Italy
Reporter,Universitas Atma Jaya Yogyakarta,Indonesia
Reporter,Universitas Islam Sultan Agung,Indonesia
Reporter,Universitas Mercu Buana,Indonesia
Reporter,Universitas Pembangunan Nasional Veteran Jawa Timur,Indonesia
Reporter,Universitas Pendidikan Ganesha,Indonesia
Reporter,Universitas Pendidikan Nasional,Indonesia
Reporter,Universitas Tanjungpura,Indonesia
Reporter,Université d’Ain Témouchent,Algeria
Reporter,Université d’Oran 2 Mohamed Ben Ahmed,Algeria
Reporter,Université du Littoral Côte d’Opale,France
Reporter,Université Mohamed El Bachir El Ibrahimi de Bordj Bou Arréridj,Algeria
Reporter,University Center Morsli Abdellah of Tipaza,Algeria
Reporter,University Center of Barika,Algeria
Reporter,University Center of Illizi,Algeria
Reporter,University Centre of El-Bayadh,Algeria
Reporter,University Centre of Maghnia,Algeria
Reporter,University Centre of Naama,Algeria
Reporter,University College of Osteopathy,United Kingdom
Reporter,University College TATI,Malaysia
Reporter,University for the Creative Arts,United Kingdom
Reporter,"University of Agricultural Sciences, Bangalore",India
Reporter,University of Agronomic Sciences and Veterinary Medicine of Bucharest,Romania
Reporter,Ahmed Draia University,Algeria
Reporter,University of Al-Hamdaniya,Iraq
Reporter,University of Alkafeel,Iraq
Reporter,University of Al-Maarif,Iraq
Reporter,University of Balochistan,Pakistan
Reporter,"University of Baltistan, Skardu",Pakistan
Reporter,University of Batna 1,Algeria
Reporter,University of Bechar,Algeria
Reporter,University of Benghazi,Libya
Reporter,University of Blida 2,Algeria
Reporter,University of Bogotá Jorge Tadeo Lozano,Colombia
Reporter,University of Greater Manchester,United Kingdom
Reporter,University of Buraimi,Oman
Reporter,University of Chichester,United Kingdom
Reporter,University of Civil Protection,Belarus
Reporter,University of Constantine 3,Algeria
Reporter,University of Cross River State,Nigeria
Reporter,University of Cumbria,United Kingdom
Reporter,University of Cyberjaya,Malaysia
Reporter,University of Dubai,United Arab Emirates
Reporter,University of Eastern Philippines,Philippines
Reporter,VIZJA University,Poland
Reporter,University of Economics and Pedagogics,Uzbekistan
Reporter,University of Economics in Bratislava,Slovakia
Reporter,University of Economics – Varna,Bulgaria
Reporter,University of Educational Management,Ukraine
Reporter,University of Eldoret,Kenya
Reporter,University of El Oued,Algeria
Reporter,University of Fallujah,Iraq
Reporter,University of Franca,Brazil
Reporter,University of Garmian,Iraq
Reporter,University of Ghardaia,Algeria
Reporter,University of Hafr Al Batin,Saudi Arabia
Reporter,University of Halabja,Iraq
Reporter,University of Health Sciences Lahore,Pakistan
Reporter,University of Human Development,Iraq
Reporter,University of Information Technology and Communications,Iraq
Reporter,University of Jendouba,Tunisia
Reporter,University of Kabianga,Kenya
Reporter,University of Kairouan,Tunisia
Reporter,University of Kirkuk,Iraq
Reporter,University of Liberal Arts Bangladesh,Bangladesh
Reporter,University of Magallanes,Chile
Reporter,University of Maiduguri,Nigeria
Reporter,University of Medea,Algeria
Reporter,University of Misan,Iraq
Reporter,University of Mohamed Lamine Debaghin Setif 2,Algeria
Reporter,University of Monterrey,Mexico
Reporter,University of National and World Economy,Bulgaria
Reporter,University of North Carolina Wilmington,United States
Reporter,University of Okara,Pakistan
Reporter,University of Petra,Jordan
Reporter,University of Poonch Rawalakot,Pakistan
Reporter,"University of Professional Studies, Accra",Ghana
Reporter,University of Puthisastra,Cambodia
Reporter,University of Raparin,Iraq
Reporter,University of Saint Joseph,Macao
Reporter,University of San Martín de Porres,Peru
Reporter,University of Santander,Colombia
Reporter,University of Science and Technology of Southern Philippines,Philippines
Reporter,University of Sopron,Hungary
Reporter,University of Souk Ahras,Algeria
Reporter,University of Suffolk,United Kingdom
Reporter,University of Swat,Pakistan
Reporter,University of Tamanghasset,Algeria
Reporter,"University of Technology, Mauritius",Mauritius
Reporter,University of Telafer,Iraq
Reporter,University of the Arts London,United Kingdom
Reporter,University of the Highlands and Islands,United Kingdom
Reporter,University of the Humanities,Mongolia
Reporter,University of the Immaculate Conception,Philippines
Reporter,University of the Thai Chamber of Commerce,Thailand
Reporter,University of Tripoli,Libya
Reporter,University of Turkish Aeronautical Association,Turkey
Reporter,University of Vale do Itajaí,Brazil
Reporter,University of Wah,Pakistan
Reporter,University of Wales Trinity Saint David,United Kingdom
Reporter,University of Warith Al-Anbiyaa,Iraq
Reporter,University of Western São Paulo,Brazil
Reporter,University of Zakho,Iraq
Reporter,University of Zawia,Libya
Reporter,Ural State University of Economics,Russian Federation
Reporter,Urgench State University,Uzbekistan
Reporter,Uruk University,Iraq
Reporter,Uzbekistan State University of World Languages,Uzbekistan
Reporter,Uzbek State University of Physical Culture and Sport,Uzbekistan
Reporter,Valahia University of Targoviste,Romania
Reporter,Valley View University,Ghana
Reporter,Van Lang University,Vietnam
Reporter,Varendra University,Bangladesh
Reporter,Varna University of Management,Bulgaria
Reporter,"Veritas University, Abuja",Nigeria
Reporter,"Vikrant University, Gwalior",India
Reporter,Vila Velha University,Brazil
Reporter,Visayas State University,Philippines
Reporter,Vistula University,Poland
Reporter,Vitebsk State Technological University,Belarus
Reporter,Wachemo University,Ethiopia
Reporter,Westcliff University,United States
Reporter,Western Caspian University,Azerbaijan
Reporter,West Ukrainian National University,Ukraine
Reporter,West Virginia University,United States
Reporter,Women University Mardan,Pakistan
Reporter,Wrexham University,United Kingdom
Reporter,WSB Academy,Poland
Reporter,Yachay University for Experimental Technology and Research,Ecuador
Reporter,Yagshigeldi Kakayev International University of Oil and Gas,Turkmenistan
Reporter,Yanka Kupala State University of Grodno,Belarus
Reporter,Yaroslav Mudryi National Law University,Ukraine
Reporter,Yerevan State Medical University after Mkhitar Heratsi,Armenia
Reporter,York St John University,United Kingdom
Reporter,Zarqa University,Jordan
Reporter,Zaytoonah International University,Syria
Reporter,Zetech University,Kenya
Reporter,Zhetysu University,Kazakhstan
Reporter,Zhytomyr Ivan Franko State University,Ukraine
Reporter,Zhytomyr Polytechnic State University,Ukraine
Reporter,Ziane Achour University of Djelfa,Algeria
Reporter,Ziauddin University,Pakistan
